id,nome,turno,periodo,nota1,nota2,nota3
aluno_829,Ana Pereira,Tarde,4,7.9,3.2,8.9
aluno_830,Paulo Oliveira,Tarde,1,0.2,0.5,0.3
aluno_831,Paulo Rodrigues,Manhã,2,8.6,0.5,5.0
aluno_832,Vinicius Costa,Manhã,3,3.7,3.9,2.5
aluno_833,Gabriel Lima,Manhã,3,0.9,1.4,1.5
aluno_834,Olivia Nascimento,Noite,1,9.1,1.5,1.5
aluno_835,Lucas Rodrigues,Tarde,2,8.6,3.4,9.3
aluno_836,Helena Almeida,Manhã,4,7.2,5.0,7.9
aluno_837,Daniela Pereira,Manhã,4,4.1,0.3,2.5
aluno_838,Carlos Nascimento,Noite,5,0.0,5.2,9.3
aluno_839,Daniela Nascimento,Noite,4,9.7,5.5,1.6
aluno_840,Gabriel Nascimento,Noite,1,5.8,4.3,4.2
aluno_841,Helena Santos,Noite,5,5.0,2.2,7.9
aluno_842,Yasmin Nascimento,Tarde,3,4.3,0.2,6.8
aluno_843,Olivia Silva,Noite,2,2.3,6.0,9.6
aluno_844,Vinicius Costa,Noite,4,1.0,3.8,9.1
aluno_845,Lucas Almeida,Noite,3,1.6,0.5,2.3
aluno_846,Olivia Oliveira,Manhã,4,3.1,9.4,5.1
aluno_847,Renata Souza,Tarde,3,2.7,9.8,5.1
aluno_848,Tatiane Souza,Tarde,3,0.5,2.1,1.2
aluno_849,Mariana Pereira,Noite,4,7.7,9.2,7.6
aluno_850,Gabriel Rodrigues,Manhã,1,5.6,5.6,8.1
aluno_851,Renata Almeida,Noite,1,4.2,4.5,9.3
aluno_852,Yasmin Santos,Noite,3,7.8,8.8,9.5
aluno_853,Renata Pereira,Noite,2,2.8,5.5,1.8
aluno_854,Carlos Rodrigues,Manhã,3,6.0,1.2,3.3
aluno_855,Fernanda Costa,Tarde,5,2.5,3.4,1.1
aluno_856,Bruno Rodrigues,Tarde,5,4.4,9.0,9.9
aluno_857,Eduardo Silva,Noite,1,9.5,3.5,8.5
aluno_858,Tatiane Rodrigues,Tarde,2,7.8,2.3,9.5
aluno_859,Helena Souza,Manhã,4,3.1,3.7,7.1
aluno_860,Tatiane Costa,Tarde,1,7.8,6.1,6.1
aluno_861,Gabriel Souza,Noite,3,5.5,2.9,5.0
aluno_862,Paulo Silva,Noite,2,1.6,5.8,9.0
aluno_863,Lucas Nascimento,Noite,1,9.4,3.1,8.7
aluno_864,Tatiane Santos,Noite,3,6.3,2.0,1.1
aluno_865,Helena Lima,Noite,3,4.8,1.4,6.5
aluno_866,Nicolas Lima,Tarde,2,6.1,7.3,6.6
aluno_867,Olivia Pereira,Tarde,1,7.7,2.7,6.8
aluno_868,Tatiane Lima,Tarde,3,5.0,0.3,4.9
aluno_869,Nicolas Rodrigues,Tarde,4,1.1,3.7,4.4
aluno_870,Lucas Silva,Manhã,1,4.6,4.4,2.3
aluno_871,Carlos Rodrigues,Tarde,4,9.7,8.6,5.9
aluno_872,Gabriel Oliveira,Tarde,3,6.7,6.9,3.3
aluno_873,Daniela Costa,Tarde,4,4.4,1.8,8.9
aluno_874,Juliana Santos,Noite,3,7.3,2.1,8.0
aluno_875,Vinicius Rodrigues,Tarde,4,2.5,4.3,2.3
aluno_876,Tatiane Pereira,Manhã,5,1.7,6.0,1.3
aluno_877,Tatiane Santos,Noite,3,4.5,6.7,9.0
aluno_878,Lucas Lima,Manhã,5,3.2,8.3,3.9
aluno_879,Helena Lima,Noite,3,9.5,6.8,5.6
aluno_880,Gabriel Pereira,Manhã,5,8.7,0.7,4.7
aluno_881,Samuel Costa,Manhã,4,8.8,0.8,8.7
aluno_882,Yasmin Souza,Manhã,2,9.8,2.0,7.0
aluno_883,Vinicius Pereira,Noite,4,4.7,8.8,6.8
aluno_884,Fernanda Rodrigues,Tarde,1,3.2,7.2,0.7
aluno_885,Ana Costa,Tarde,1,5.5,8.9,7.3
aluno_886,Yasmin Santos,Noite,4,8.4,3.7,7.5
aluno_887,Daniela Lima,Manhã,3,9.9,3.7,2.0
aluno_888,Lucas Oliveira,Manhã,3,4.9,9.2,6.8
aluno_889,Igor Almeida,Noite,4,3.2,2.9,2.2
aluno_890,Tatiane Lima,Manhã,4,4.4,4.2,5.6
aluno_891,Igor Santos,Tarde,2,2.1,0.3,0.0
aluno_892,Yasmin Almeida,Noite,2,0.3,7.3,0.3
aluno_893,Igor Silva,Noite,4,4.9,2.6,8.2
aluno_894,Vinicius Nascimento,Manhã,4,5.9,6.5,5.9
aluno_895,Paulo Souza,Noite,1,1.4,3.1,5.9
aluno_896,Nicolas Costa,Tarde,3,3.8,7.4,2.1
aluno_897,Gabriel Oliveira,Manhã,3,8.1,3.9,8.9
aluno_898,Yasmin Nascimento,Noite,4,4.9,2.8,2.7
aluno_899,Paulo Souza,Tarde,1,5.4,5.2,4.9
aluno_900,Bruno Oliveira,Manhã,2,1.5,3.5,9.2
aluno_901,Fernanda Oliveira,Noite,4,6.8,5.7,0.2
aluno_902,Igor Santos,Noite,5,7.7,6.0,6.8
aluno_903,Paulo Rodrigues,Manhã,2,0.3,4.8,5.5
aluno_904,Juliana Almeida,Noite,2,9.9,10.0,7.0
aluno_905,Eduardo Pereira,Tarde,5,6.9,0.6,1.4
aluno_906,Fernanda Lima,Noite,4,5.0,4.5,1.9
aluno_907,Daniela Pereira,Noite,3,4.3,7.5,1.7
aluno_908,Lucas Nascimento,Tarde,2,3.1,2.0,0.5
aluno_909,Samuel Oliveira,Manhã,4,9.3,5.0,6.7
aluno_910,Vinicius Costa,Noite,2,3.6,5.0,0.5
aluno_911,Carlos Souza,Manhã,2,2.2,6.0,9.3
aluno_912,Nicolas Silva,Tarde,1,4.7,1.4,4.6
aluno_913,Gabriel Souza,Tarde,2,6.9,8.1,1.4
aluno_914,Renata Nascimento,Tarde,4,3.1,0.4,7.0
aluno_915,Helena Souza,Manhã,5,7.5,1.6,9.4
aluno_916,Gabriel Souza,Noite,5,7.0,1.5,7.9
aluno_917,Yasmin Santos,Noite,4,8.4,0.2,5.8
aluno_918,Fernanda Rodrigues,Manhã,1,6.0,4.9,6.4
aluno_919,Paulo Rodrigues,Noite,3,0.1,2.0,5.7
aluno_920,Nicolas Pereira,Noite,3,8.0,6.8,0.9
aluno_921,Eduardo Almeida,Manhã,3,4.6,8.8,9.5
aluno_922,Igor Nascimento,Tarde,5,0.9,6.9,7.6
aluno_923,Fernanda Oliveira,Noite,3,1.5,6.4,1.1
aluno_924,Samuel Silva,Tarde,1,9.1,4.5,2.0
aluno_925,Paulo Lima,Manhã,3,7.8,0.7,4.1
aluno_926,Juliana Souza,Tarde,1,3.8,4.7,4.4
aluno_927,Lucas Costa,Noite,3,2.1,2.8,6.1
aluno_928,Samuel Silva,Manhã,5,2.9,6.6,9.6
aluno_929,Renata Costa,Noite,2,8.7,9.8,4.0
aluno_930,Bruno Rodrigues,Manhã,2,1.1,0.2,2.5
aluno_931,Paulo Lima,Manhã,3,2.2,5.2,5.9
aluno_932,Renata Costa,Tarde,4,4.0,8.1,0.7
aluno_933,Tatiane Lima,Manhã,5,3.6,3.4,4.1
aluno_934,Daniela Rodrigues,Tarde,1,8.4,3.8,0.4
aluno_935,Paulo Silva,Tarde,1,3.0,5.1,5.1
aluno_936,Vinicius Oliveira,Manhã,5,4.1,0.8,2.4
aluno_937,Daniela Lima,Manhã,2,3.0,5.8,7.1
aluno_938,Eduardo Santos,Manhã,1,0.7,5.2,3.0
aluno_939,Paulo Santos,Manhã,2,6.2,0.9,9.8
aluno_940,Juliana Silva,Noite,1,9.3,5.6,1.9
aluno_941,Juliana Rodrigues,Manhã,5,2.6,1.9,0.5
aluno_942,Paulo Rodrigues,Manhã,2,1.5,3.2,8.7
aluno_943,Carlos Santos,Manhã,4,2.5,9.1,7.0
aluno_944,Nicolas Silva,Manhã,5,8.4,4.8,8.0
aluno_945,Olivia Rodrigues,Noite,1,3.0,0.6,4.7
aluno_946,Juliana Souza,Tarde,1,4.3,8.8,9.5
aluno_947,Eduardo Oliveira,Manhã,2,9.1,4.3,0.8
aluno_948,Gabriel Oliveira,Manhã,1,4.0,4.9,4.1
aluno_949,Daniela Pereira,Manhã,5,2.5,3.2,7.8
aluno_950,Nicolas Costa,Tarde,5,8.7,9.7,3.2
aluno_951,Samuel Silva,Noite,4,4.0,8.6,3.6
aluno_952,Juliana Rodrigues,Noite,5,2.0,6.8,9.6
aluno_953,Helena Santos,Noite,1,2.6,7.3,2.6
aluno_954,Fernanda Silva,Manhã,5,5.7,2.8,6.5
aluno_955,Eduardo Oliveira,Manhã,3,5.6,9.1,0.1
aluno_956,Ana Costa,Manhã,5,0.2,5.0,4.2
aluno_957,Lucas Pereira,Manhã,2,7.1,1.1,9.2
aluno_958,Yasmin Almeida,Tarde,3,9.5,2.2,2.3
aluno_959,Daniela Santos,Manhã,5,6.2,6.5,9.7
aluno_960,Eduardo Santos,Manhã,5,0.2,8.5,4.0
aluno_961,Tatiane Oliveira,Noite,2,0.1,4.4,7.2
aluno_962,Yasmin Costa,Manhã,2,3.7,5.5,7.2
aluno_963,Gabriel Nascimento,Tarde,3,4.6,1.8,6.2
aluno_964,Nicolas Silva,Manhã,2,0.9,8.3,8.7
aluno_965,Mariana Rodrigues,Tarde,3,3.1,0.4,9.5
aluno_966,Helena Nascimento,Noite,5,3.6,3.6,5.4
aluno_967,Tatiane Oliveira,Manhã,1,5.9,0.8,0.2
aluno_968,Helena Lima,Manhã,3,3.2,4.3,0.9
aluno_969,Lucas Costa,Tarde,4,9.3,7.8,9.3
aluno_970,Paulo Santos,Manhã,4,1.4,7.9,4.6
aluno_971,Helena Silva,Tarde,1,0.2,4.1,9.9
aluno_972,Helena Almeida,Tarde,2,6.9,7.9,1.9
aluno_973,Samuel Costa,Manhã,2,7.4,3.0,2.8
aluno_974,Carlos Costa,Manhã,4,8.8,4.7,8.0
aluno_975,Igor Silva,Tarde,2,7.5,7.6,2.8
aluno_976,Mariana Silva,Noite,1,0.5,8.7,1.2
aluno_977,Vinicius Nascimento,Noite,2,10.0,0.3,5.4
aluno_978,Ana Silva,Manhã,3,6.1,5.2,0.9
aluno_979,Olivia Almeida,Noite,2,8.5,9.5,8.5
aluno_980,Olivia Santos,Manhã,5,6.7,5.4,5.2
aluno_981,Eduardo Pereira,Noite,2,5.0,9.6,6.7
aluno_982,Samuel Souza,Manhã,5,2.5,9.4,9.2
aluno_983,Helena Rodrigues,Manhã,4,4.9,5.7,9.7
aluno_984,Carlos Almeida,Noite,1,6.7,0.6,3.2
aluno_985,Paulo Pereira,Noite,1,8.3,1.3,1.4
aluno_986,Paulo Santos,Tarde,5,9.9,6.1,8.2
aluno_987,Ana Costa,Noite,2,6.1,1.7,7.4
aluno_988,Carlos Silva,Manhã,5,2.9,9.5,2.4
aluno_989,Eduardo Silva,Tarde,2,5.6,3.4,8.9
aluno_990,Eduardo Almeida,Noite,2,7.2,6.8,4.2
aluno_991,Paulo Rodrigues,Tarde,4,2.8,1.7,3.0
aluno_992,Daniela Pereira,Manhã,2,7.4,6.6,1.0
aluno_993,Igor Pereira,Noite,5,7.2,3.7,5.5
aluno_994,Daniela Nascimento,Tarde,5,8.8,5.6,1.4
aluno_995,Igor Nascimento,Tarde,5,7.4,0.6,9.6
aluno_996,Paulo Almeida,Manhã,2,0.3,5.2,10.0
aluno_997,Carlos Nascimento,Tarde,3,3.0,2.7,9.1
aluno_998,Juliana Costa,Noite,3,3.2,6.6,8.2
aluno_999,Helena Rodrigues,Noite,3,7.9,4.1,7.2
aluno_1000,Eduardo Rodrigues,Noite,2,4.0,6.7,8.2
aluno_1001,Carlos Almeida,Tarde,5,4.8,4.2,3.5
aluno_1002,Juliana Nascimento,Tarde,4,1.4,6.9,2.2
aluno_1003,Ana Nascimento,Tarde,1,3.9,4.8,0.2
aluno_1004,Helena Costa,Noite,2,4.3,1.9,4.1
aluno_1005,Samuel Silva,Noite,2,6.3,7.7,6.8
aluno_1006,Carlos Silva,Tarde,2,3.2,3.9,8.4
aluno_1007,Lucas Oliveira,Tarde,5,5.4,2.0,5.9
aluno_1008,Renata Souza,Manhã,3,4.0,0.9,4.8
aluno_1009,Yasmin Almeida,Manhã,3,9.2,1.6,5.6
aluno_1010,Carlos Costa,Tarde,3,0.2,0.4,9.7
aluno_1011,Eduardo Santos,Manhã,3,1.6,2.2,4.9
aluno_1012,Paulo Nascimento,Noite,4,3.2,8.9,1.1
aluno_1013,Daniela Souza,Noite,5,8.6,8.0,0.7
aluno_1014,Helena Santos,Noite,1,5.8,4.6,3.0
aluno_1015,Olivia Costa,Noite,1,0.1,3.4,2.2
aluno_1016,Yasmin Santos,Noite,4,8.1,6.7,9.3
aluno_1017,Igor Pereira,Manhã,1,6.3,8.1,8.8
aluno_1018,Bruno Silva,Manhã,4,1.7,0.0,2.9
aluno_1019,Carlos Oliveira,Noite,3,6.0,8.5,6.8
aluno_1020,Carlos Souza,Tarde,2,6.3,6.0,5.0
aluno_1021,Samuel Oliveira,Noite,4,9.6,7.6,5.8
aluno_1022,Renata Silva,Noite,2,6.5,9.3,2.1
aluno_1023,Gabriel Souza,Manhã,4,9.7,4.3,2.7
aluno_1024,Fernanda Souza,Manhã,4,8.4,5.2,9.0
aluno_1025,Paulo Souza,Manhã,4,6.2,0.0,5.9
aluno_1026,Eduardo Lima,Tarde,3,5.8,8.1,5.0
aluno_1027,Nicolas Souza,Tarde,2,0.5,5.7,5.4
aluno_1028,Tatiane Lima,Manhã,4,3.2,6.0,5.1
aluno_1029,Ana Lima,Tarde,3,3.2,3.9,3.5
aluno_1030,Carlos Almeida,Manhã,1,8.3,1.9,8.6
aluno_1031,Vinicius Costa,Noite,1,3.0,1.1,3.1
aluno_1032,Renata Nascimento,Noite,5,2.7,3.5,0.9
aluno_1033,Paulo Santos,Manhã,4,5.5,5.4,6.4
aluno_1034,Eduardo Almeida,Manhã,3,0.0,8.5,1.5
aluno_1035,Juliana Lima,Manhã,4,5.7,6.7,1.3
aluno_1036,Eduardo Rodrigues,Tarde,1,8.5,0.5,6.0
aluno_1037,Ana Oliveira,Tarde,2,1.0,4.8,6.7
aluno_1038,Helena Lima,Tarde,2,5.8,9.4,2.6
aluno_1039,Mariana Pereira,Noite,1,1.5,7.0,2.6
aluno_1040,Lucas Souza,Tarde,2,3.8,4.3,6.3
aluno_1041,Carlos Lima,Manhã,2,4.3,9.5,0.9
aluno_1042,Carlos Almeida,Noite,4,2.6,2.1,9.6
aluno_1043,Eduardo Souza,Noite,1,6.5,2.8,3.1
aluno_1044,Tatiane Almeida,Tarde,1,8.8,0.0,3.8
aluno_1045,Gabriel Costa,Noite,2,5.0,4.2,4.8
aluno_1046,Tatiane Souza,Noite,2,0.3,1.7,6.4
aluno_1047,Fernanda Lima,Tarde,4,4.3,1.1,8.7
aluno_1048,Carlos Santos,Manhã,3,1.6,1.3,7.2
aluno_1049,Nicolas Silva,Manhã,5,7.1,3.9,4.9
aluno_1050,Daniela Nascimento,Noite,2,2.4,2.9,8.9
aluno_1051,Paulo Lima,Tarde,3,7.8,6.2,2.4
aluno_1052,Ana Silva,Tarde,1,4.3,3.4,1.6
aluno_1053,Bruno Silva,Manhã,3,6.7,2.0,6.4
aluno_1054,Juliana Almeida,Manhã,4,6.7,3.3,3.0
aluno_1055,Vinicius Lima,Tarde,2,2.0,10.0,5.8
aluno_1056,Carlos Nascimento,Manhã,5,3.6,6.0,3.6
aluno_1057,Renata Costa,Noite,4,9.3,7.0,0.5
aluno_1058,Mariana Pereira,Manhã,1,2.1,3.8,3.1
aluno_1059,Tatiane Pereira,Manhã,1,0.7,8.2,4.9
aluno_1060,Mariana Oliveira,Manhã,4,9.7,9.1,9.2
aluno_1061,Daniela Nascimento,Manhã,5,8.3,9.0,2.5
aluno_1062,Samuel Almeida,Tarde,1,6.2,8.5,6.9
aluno_1063,Samuel Pereira,Manhã,4,9.9,2.3,7.7
aluno_1064,Paulo Almeida,Noite,2,9.5,3.4,2.0
aluno_1065,Bruno Oliveira,Tarde,4,3.5,4.3,1.5
aluno_1066,Yasmin Souza,Tarde,5,0.4,4.7,7.3
aluno_1067,Samuel Souza,Tarde,5,3.6,5.7,4.3
aluno_1068,Bruno Nascimento,Noite,5,1.6,1.3,5.2
aluno_1069,Samuel Almeida,Tarde,2,8.6,7.5,2.4
aluno_1070,Renata Oliveira,Manhã,4,4.0,6.4,4.8
aluno_1071,Paulo Pereira,Manhã,1,7.0,4.8,2.0
aluno_1072,Igor Souza,Manhã,1,4.8,7.3,2.7
aluno_1073,Gabriel Santos,Manhã,3,8.7,0.4,8.0
aluno_1074,Yasmin Costa,Noite,5,0.4,5.8,2.4
aluno_1075,Olivia Rodrigues,Noite,1,0.4,3.6,6.8
aluno_1076,Samuel Rodrigues,Noite,1,6.7,6.6,1.5
aluno_1077,Lucas Almeida,Manhã,4,10.0,6.8,1.9
aluno_1078,Juliana Nascimento,Noite,3,5.9,6.6,1.0
aluno_1079,Yasmin Souza,Manhã,2,6.4,1.5,3.8
aluno_1080,Samuel Santos,Tarde,1,3.9,9.7,8.2
aluno_1081,Mariana Rodrigues,Tarde,2,2.7,8.8,0.1
aluno_1082,Igor Pereira,Manhã,5,6.8,6.9,5.0
aluno_1083,Vinicius Oliveira,Noite,5,9.5,3.2,1.3
aluno_1084,Olivia Santos,Tarde,1,3.7,1.2,9.6
aluno_1085,Tatiane Rodrigues,Noite,2,5.7,6.7,9.9
aluno_1086,Paulo Pereira,Manhã,5,3.3,0.6,1.9
aluno_1087,Igor Almeida,Manhã,1,8.2,5.4,2.3
aluno_1088,Fernanda Nascimento,Noite,1,4.4,1.4,8.1
aluno_1089,Nicolas Souza,Tarde,5,2.0,0.8,2.6
aluno_1090,Samuel Nascimento,Tarde,4,3.1,6.2,1.9
aluno_1091,Mariana Pereira,Manhã,3,1.6,5.2,8.0
aluno_1092,Renata Santos,Tarde,4,2.9,1.2,2.9
aluno_1093,Paulo Lima,Tarde,5,8.2,5.4,7.5
aluno_1094,Carlos Pereira,Manhã,2,8.0,7.0,5.9
aluno_1095,Yasmin Souza,Noite,4,7.0,7.6,6.1
aluno_1096,Bruno Silva,Tarde,4,8.3,1.0,6.2
aluno_1097,Helena Pereira,Manhã,4,4.4,0.2,9.4
aluno_1098,Tatiane Pereira,Noite,5,8.4,9.3,0.7
aluno_1099,Juliana Silva,Noite,1,5.9,4.9,9.4
aluno_1100,Bruno Nascimento,Manhã,1,7.2,3.5,1.1
aluno_1101,Samuel Pereira,Tarde,1,4.6,2.5,5.0
aluno_1102,Vinicius Pereira,Manhã,5,6.2,4.3,8.6
aluno_1103,Mariana Silva,Noite,4,9.9,9.4,9.9
aluno_1104,Paulo Lima,Tarde,5,1.7,4.5,0.2
aluno_1105,Igor Oliveira,Tarde,4,3.1,6.4,9.0
aluno_1106,Bruno Lima,Manhã,5,9.6,8.9,3.7
aluno_1107,Daniela Nascimento,Noite,3,6.9,0.7,0.9
aluno_1108,Helena Pereira,Tarde,1,9.6,0.3,1.9
aluno_1109,Juliana Nascimento,Tarde,4,6.7,6.6,0.9
aluno_1110,Mariana Lima,Manhã,2,6.2,8.5,8.6
aluno_1111,Bruno Almeida,Tarde,1,1.4,5.7,2.7
aluno_1112,Nicolas Santos,Tarde,5,2.8,1.0,0.8
aluno_1113,Paulo Nascimento,Noite,1,1.4,7.1,5.9
aluno_1114,Ana Rodrigues,Manhã,2,3.5,1.6,3.8
aluno_1115,Carlos Almeida,Tarde,4,3.4,2.0,0.7
aluno_1116,Samuel Santos,Manhã,5,4.2,0.8,9.5
aluno_1117,Gabriel Nascimento,Noite,3,3.7,7.8,3.8
aluno_1118,Paulo Pereira,Manhã,1,9.4,2.4,4.4
aluno_1119,Olivia Oliveira,Manhã,4,1.2,5.6,3.1
aluno_1120,Tatiane Silva,Noite,3,4.8,3.0,7.8
aluno_1121,Olivia Almeida,Manhã,2,4.6,3.8,4.6
aluno_1122,Nicolas Pereira,Manhã,5,9.1,6.5,9.7
aluno_1123,Fernanda Almeida,Tarde,2,4.0,2.4,1.5
aluno_1124,Mariana Souza,Manhã,1,3.0,3.3,7.5
aluno_1125,Paulo Nascimento,Noite,4,1.3,7.0,0.4
aluno_1126,Fernanda Pereira,Tarde,2,8.2,2.8,4.4
aluno_1127,Paulo Oliveira,Manhã,4,1.4,2.9,4.7
aluno_1128,Yasmin Costa,Tarde,5,7.5,9.6,1.3
aluno_1129,Eduardo Silva,Noite,3,4.1,2.8,1.3
aluno_1130,Gabriel Pereira,Noite,4,2.9,7.0,0.2
aluno_1131,Helena Costa,Tarde,1,1.8,9.9,4.7
aluno_1132,Eduardo Pereira,Manhã,2,2.5,7.4,5.0
aluno_1133,Tatiane Silva,Noite,3,2.3,4.8,2.6
aluno_1134,Fernanda Nascimento,Noite,5,3.5,3.2,2.1
aluno_1135,Nicolas Costa,Noite,2,7.2,1.8,8.3
aluno_1136,Juliana Pereira,Tarde,3,6.4,1.9,7.5
aluno_1137,Bruno Nascimento,Tarde,2,2.4,5.8,9.4
aluno_1138,Gabriel Souza,Manhã,1,3.2,3.1,7.0
aluno_1139,Lucas Souza,Noite,4,6.7,5.9,0.1
aluno_1140,Paulo Costa,Manhã,2,0.7,6.2,7.7
aluno_1141,Carlos Silva,Tarde,1,1.2,8.2,5.0
aluno_1142,Mariana Pereira,Manhã,2,5.5,4.4,2.7
aluno_1143,Igor Rodrigues,Manhã,4,0.4,9.6,0.1
aluno_1144,Tatiane Souza,Manhã,2,5.1,5.6,2.0
aluno_1145,Lucas Oliveira,Manhã,4,4.7,5.8,2.2
aluno_1146,Tatiane Nascimento,Tarde,4,6.9,7.4,0.1
aluno_1147,Vinicius Santos,Noite,4,9.8,4.1,1.6
aluno_1148,Bruno Costa,Manhã,5,3.2,1.8,2.1
aluno_1149,Paulo Souza,Tarde,3,9.6,1.2,4.9
aluno_1150,Carlos Souza,Manhã,1,6.9,9.4,7.8
aluno_1151,Renata Santos,Noite,1,6.5,6.2,9.6
aluno_1152,Daniela Rodrigues,Manhã,1,0.1,3.8,9.6
aluno_1153,Tatiane Santos,Tarde,3,6.5,8.8,1.0
aluno_1154,Bruno Rodrigues,Manhã,1,9.7,8.1,2.4
aluno_1155,Eduardo Santos,Manhã,3,6.6,0.8,6.4
aluno_1156,Lucas Rodrigues,Manhã,4,8.2,2.1,2.6
aluno_1157,Carlos Oliveira,Noite,5,4.9,2.9,0.5
aluno_1158,Mariana Costa,Tarde,2,4.6,4.8,0.0
aluno_1159,Olivia Almeida,Noite,5,0.9,9.6,0.5
aluno_1160,Tatiane Santos,Manhã,4,6.8,1.3,8.1
aluno_1161,Mariana Almeida,Tarde,2,9.3,2.4,0.9
aluno_1162,Samuel Pereira,Noite,3,7.1,1.2,5.4
aluno_1163,Nicolas Costa,Manhã,5,7.6,7.0,2.3
aluno_1164,Daniela Costa,Tarde,3,9.7,7.2,5.5
aluno_1165,Daniela Silva,Manhã,4,0.0,9.7,7.6
aluno_1166,Renata Lima,Noite,2,7.3,2.3,10.0
aluno_1167,Olivia Silva,Manhã,5,8.3,3.3,7.0
aluno_1168,Fernanda Lima,Tarde,1,2.0,9.6,1.5
aluno_1169,Daniela Nascimento,Noite,5,2.9,5.6,7.4
aluno_1170,Daniela Rodrigues,Tarde,5,2.4,0.8,8.1
aluno_1171,Samuel Souza,Manhã,1,5.6,9.7,9.5
aluno_1172,Carlos Lima,Manhã,5,3.2,5.9,5.1
aluno_1173,Samuel Costa,Tarde,5,0.7,4.4,7.5
aluno_1174,Bruno Lima,Tarde,5,0.7,9.4,2.4
aluno_1175,Olivia Silva,Tarde,5,9.5,2.0,9.8
aluno_1176,Bruno Rodrigues,Manhã,5,7.7,5.1,6.4
aluno_1177,Igor Oliveira,Noite,1,1.2,9.0,8.7
aluno_1178,Nicolas Almeida,Noite,5,9.5,7.1,5.2
aluno_1179,Ana Nascimento,Manhã,3,6.5,7.7,7.7
aluno_1180,Samuel Oliveira,Tarde,3,7.9,8.5,7.1
aluno_1181,Paulo Souza,Manhã,3,9.8,8.0,7.5
aluno_1182,Mariana Lima,Noite,2,1.9,9.3,7.2
aluno_1183,Lucas Costa,Tarde,3,0.8,0.2,6.4
aluno_1184,Nicolas Almeida,Manhã,5,2.0,1.2,1.9
aluno_1185,Ana Silva,Noite,4,0.2,0.8,1.8
aluno_1186,Tatiane Rodrigues,Manhã,5,2.8,1.7,0.3
aluno_1187,Vinicius Pereira,Noite,1,7.2,0.4,6.6
aluno_1188,Tatiane Oliveira,Tarde,2,6.1,7.8,2.1
aluno_1189,Carlos Pereira,Noite,1,6.2,8.4,2.3
aluno_1190,Bruno Souza,Tarde,4,2.2,3.5,3.8
aluno_1191,Helena Lima,Noite,2,2.9,5.6,4.6
aluno_1192,Eduardo Santos,Noite,2,4.6,1.9,5.1
aluno_1193,Lucas Nascimento,Noite,3,8.5,3.5,1.7
aluno_1194,Daniela Nascimento,Noite,1,2.2,5.3,6.2
aluno_1195,Fernanda Nascimento,Noite,5,3.9,6.7,7.1
aluno_1196,Paulo Rodrigues,Tarde,3,8.8,5.9,0.5
aluno_1197,Olivia Lima,Manhã,2,8.8,7.0,0.9
aluno_1198,Lucas Oliveira,Tarde,5,8.2,6.8,7.5
aluno_1199,Vinicius Souza,Noite,5,6.2,2.3,5.5
aluno_1200,Igor Lima,Manhã,3,7.8,4.8,0.8
aluno_1201,Olivia Silva,Tarde,3,1.6,6.2,6.1
aluno_1202,Yasmin Nascimento,Noite,3,0.0,10.0,5.2
aluno_1203,Renata Souza,Manhã,2,5.5,9.4,1.6
aluno_1204,Mariana Costa,Noite,3,1.8,2.4,6.2
aluno_1205,Yasmin Souza,Manhã,2,0.0,1.4,3.2
aluno_1206,Lucas Rodrigues,Manhã,3,8.9,4.0,3.4
aluno_1207,Daniela Costa,Tarde,4,2.8,2.4,1.8
aluno_1208,Yasmin Almeida,Tarde,4,3.6,6.2,8.3
aluno_1209,Bruno Silva,Manhã,4,9.9,3.4,5.8
aluno_1210,Vinicius Costa,Noite,4,7.6,2.3,5.4
aluno_1211,Samuel Souza,Manhã,3,8.6,8.9,6.5
aluno_1212,Carlos Oliveira,Tarde,3,2.0,6.6,8.3
aluno_1213,Vinicius Oliveira,Tarde,2,5.1,3.4,8.5
aluno_1214,Tatiane Silva,Manhã,1,1.2,3.3,1.7
aluno_1215,Tatiane Silva,Tarde,3,4.5,3.1,1.9
aluno_1216,Lucas Souza,Manhã,5,0.1,7.1,5.2
aluno_1217,Fernanda Rodrigues,Noite,3,4.0,5.3,8.6
aluno_1218,Carlos Oliveira,Noite,5,1.0,5.5,0.3
aluno_1219,Lucas Almeida,Tarde,5,0.5,3.5,8.8
aluno_1220,Igor Nascimento,Tarde,5,6.2,1.0,7.8
aluno_1221,Juliana Rodrigues,Manhã,3,8.6,3.7,9.9
aluno_1222,Lucas Rodrigues,Noite,4,3.5,8.2,1.1
aluno_1223,Tatiane Almeida,Noite,2,4.1,6.5,5.5
aluno_1224,Ana Silva,Noite,5,2.7,0.2,8.1
aluno_1225,Tatiane Pereira,Manhã,5,5.0,9.0,1.4
aluno_1226,Eduardo Silva,Tarde,1,0.5,7.3,3.9
aluno_1227,Bruno Silva,Tarde,3,7.9,9.9,0.4
aluno_1228,Helena Silva,Tarde,5,3.6,7.2,3.6
aluno_1229,Nicolas Souza,Tarde,2,1.4,2.9,8.4
aluno_1230,Tatiane Souza,Noite,4,4.9,1.6,3.9
aluno_1231,Mariana Silva,Tarde,2,9.9,8.9,8.2
aluno_1232,Yasmin Rodrigues,Noite,2,8.9,0.6,1.6
aluno_1233,Renata Almeida,Noite,2,1.7,0.9,8.3
aluno_1234,Bruno Pereira,Tarde,1,0.1,3.8,4.6
aluno_1235,Bruno Oliveira,Manhã,5,0.1,4.7,2.2
